ID,Name,Source,Source Type,Description,VC Workflows,VC Tasks,Skill Type,Installation,Official,Verified,Tags,Notes,VC Relevance,Requires Integration,Knowledge Category,Download Status
skill-197,AnyStack Competitor Intelligence Skill,skillsmp.com/skills/anysiteio-agent-skills-skills-anysite-competitor-intelligence-skill-md,skillsmp,"Competitive intelligence across LinkedIn, social media, Y Combinator, and web. Track competitor activities, hiring patterns, content strategies, and market positioning.","deal_sourcing, due_diligence","competitive_landscape, competitive_analysis, company_identification",skill,,No,Yes,"competitive, linkedin, yc, intelligence",Comprehensive competitive intelligence across multiple sources.,3,No,market_research,
skill-198,AnyStack Market Research Skill,skillsmp.com/skills/anysiteio-agent-skills-skills-anysite-market-research-skill-md,skillsmp,"Comprehensive market research using Y Combinator data, SEC filings, social media, and web scraping. Analyze tech markets, research startup ecosystems, study public companies.","deal_sourcing, due_diligence","thematic_research, market_sizing, company_identification",skill,,No,Yes,"market_research, yc, sec, startups",Good for market opportunity analysis and startup research.,5,No,market_research,
skill-199,Attio CRM Skill,skillsmp.com/skills/openclaw-skills-skills-kesslerio-attio-crm-skill-md,skillsmp,"Manage Attio CRM records (companies, people, deals, tasks, notes). Search, create, update records and manage deal pipelines.","deal_sourcing, fund_operations","lead_generation, communication_management",skill,,No,Yes,"attio, crm, deals, contacts",Attio is popular CRM for VCs.,3,Yes,,
skill-200,Pipedrive CRM Skill,skillsmp.com/skills/openclaw-skills-skills-rdewolff-pipedrive-skill-md,skillsmp,"Pipedrive CRM API for managing deals, contacts, organizations, activities, leads, pipelines, products, and notes.","deal_sourcing, fund_operations","lead_generation, communication_management",skill,,No,Yes,"pipedrive, crm, deals, pipeline",Full Pipedrive CRM integration.,3,Yes,,
skill-201,Zoho CRM Skill,skillsmp.com/skills/openclaw-skills-skills-shreefentsar-zoho-skill-md,skillsmp,"Interact with Zoho CRM, Projects, and Meeting APIs. Manage deals, contacts, leads, tasks, projects, milestones, and meeting recordings.","deal_sourcing, fund_operations","lead_generation, communication_management",skill,,No,Yes,"zoho, crm, projects, meetings",Full Zoho ecosystem integration.,3,Yes,,
skill-202,Apify Lead Generation Skill,skillsmp.com/skills/apify-agent-skills-skills-apify-lead-generation-skill-md,skillsmp,"Generate B2B/B2C leads by scraping Google Maps, websites, Instagram, TikTok, Facebook, LinkedIn, YouTube, and Google Search.","deal_sourcing, fund_operations","lead_generation, company_identification, lp_prospecting",skill,,Yes,Yes,"apify, leads, scraping, b2b",Official Apify skill for lead generation across platforms.,3,Yes,,
skill-203,Bright Data Web Scraping Skill,skillsmp.com/skills/openclaw-skills-skills-meirkad-bright-data-skill-md,skillsmp,"Web scraping and search via Bright Data API. Scrape any webpage as markdown, bypass bot detection/CAPTCHA, search Google with structured results.","data_infrastructure, deal_sourcing","web_scraping, company_data_enrichment",skill,,No,Yes,"brightdata, scraping, proxy, captcha",Enterprise-grade scraping with anti-bot bypass.,3,Yes,,
skill-204,Firecrawl CLI Skill,skillsmp.com/skills/openclaw-skills-skills-leonardogrig-firecrawl-skills-skill-md,skillsmp,"Firecrawl CLI for web scraping, crawling, and search. Scrape single pages or entire websites, map site URLs, search with full content extraction. Returns clean markdown.","data_infrastructure, deal_sourcing","web_scraping, thematic_research",skill,,No,Yes,"firecrawl, scraping, crawling, markdown",Good for research and competitive intelligence.,3,Yes,,
skill-205,Web Scraping Journalism Skill,skillsmp.com/skills/neversight-skills-feed-data-skills-md-jamditis-claude-skills-journalism-web-scraping-skill-md,skillsmp,"Web scraping with anti-bot bypass, content extraction, and poison pill detection. Handles paywalls, scraping cascades, and social media with trafilatura, Playwright stealth.","data_infrastructure, deal_sourcing","web_scraping, thematic_research",skill,,No,Yes,"scraping, paywall, stealth, journalism",Good for extracting content from difficult sites.,2,Yes,,
skill-206,Account Research GTM Skill,skillsmp.com/skills/propane-ai-kits-plugins-gtm-skills-account-research-skill-md,skillsmp,"Research a company or person and get actionable GTM intel. Works standalone with web search, supercharged with data enrichment or CRM.","deal_sourcing, fund_operations","company_identification, lead_generation",skill,,No,Yes,"research, gtm, prospecting",Good for researching companies and founders.,3,No,gtm_sales,downloaded
skill-207,Draft Outreach GTM Skill,skillsmp.com/skills/propane-ai-kits-plugins-gtm-skills-draft-outreach-skill-md,skillsmp,"Research a prospect then draft personalized outreach. Uses web research, data enrichment, and CRM integration.","deal_sourcing, fund_operations","lead_generation, lp_prospecting",skill,,No,Yes,"outreach, email, prospecting",Good for founder outreach and LP prospecting.,3,No,gtm_sales,downloaded
skill-208,Finance and Runway Skill,skillsmp.com/skills/propane-ai-kits-plugins-founder-skills-finance-and-runway-skill-md,skillsmp,"Runway and finance snapshot: burn, runway (months), cash, optional unit economics. For board/investor finance reviews.",portfolio_support,"kpi_tracking, financial_analysis",skill,,No,Yes,"runway, burn, founder, metrics",Good for portfolio company runway monitoring.,4,No,financial_modeling,downloaded
skill-209,Progress Reporting Skill,skillsmp.com/skills/propane-ai-kits-plugins-product-skills-progress-reporting-skill-md,skillsmp,"Structure project, sprint, or initiative progress reports. What to include (shipped, in progress, blocked, risks, team), format by audience.","portfolio_support, fund_operations","kpi_tracking, lp_reporting",skill,,No,Yes,"reporting, progress, status",Good for portfolio company and LP progress reports.,3,No,portfolio_operations,downloaded
skill-210,News Aggregator Skill,skillsmp.com/skills/openclaw-skills-skills-administratorfung-news-aggregator-skill-3-skill-md,skillsmp,"Comprehensive news aggregator from 8 sources: Hacker News, GitHub Trending, Product Hunt, 36Kr, Tencent News, WallStreetCN, V2EX, Weibo. Daily scans and deep interpretations.","deal_sourcing, portfolio_support","trend_analysis, thematic_research",skill,,No,Yes,"news, aggregator, tech, finance",Good for staying on top of tech and finance trends.,2,No,sentiment_signals,
skill-211,Octagon Earnings Capital Allocation Skill,skillsmp.com/skills/octagonai-skills-skills-earnings-capital-allocation-skill-md,skillsmp,"Extract management's commentary on capital allocation, investment priorities, shareholder returns, and strategic investments from earnings call transcripts.","due_diligence, portfolio_support","financial_analysis, management_research",skill,,Yes,Yes,"octagon, earnings, capital_allocation",Official OctagonAI skill for earnings analysis.,4,No,investment_analysis,
skill-212,ROI Tracking Framework Skill,skillsmp.com/skills/chunkytortoise-enterprisehub-claude-skills-analytics-roi-tracking-framework-skill-md,skillsmp,"Comprehensive ROI measurement and business impact analysis for development and automation initiatives. Track cost savings, measure efficiency gains.",portfolio_support,kpi_tracking,skill,,No,Yes,"roi, tracking, efficiency, automation",Good for measuring portfolio company automation ROI.,2,No,portfolio_operations,
skill-213,Bits Browser Automation Skill,skillsmp.com/skills/openclaw-skills-skills-robbiethompson18-bits-skill-md,skillsmp,"Control browser automation agents via Bits MCP server. Web scraping, form filling, data extraction, OAuth flows, and structured data extraction.","data_infrastructure, automation","web_scraping, research_automation",skill,,No,Yes,"browser, automation, scraping, oauth",Good for complex browser automation tasks.,1,Yes,,
skill-214,Octagon VC Agents MCP,github.com/OctagonAI/octagon-vc-agents,github,"AI-driven VC agent personas (Fred Wilson, Peter Thiel) enriched with real-time deals, valuations, and deep research. Use for pitch feedback, diligence simulations, and term sheet negotiations.","deal_sourcing, due_diligence","company_identification, financial_analysis, competitive_analysis",mcp_server,,No,Yes,"vc, agents, pitch-feedback, diligence",Unique AI personas of famous VCs for investment analysis,5,Yes,,
skill-215,Octagon Funding Data MCP,github.com/OctagonAI/octagon-funding-data-mcp,github,"Specialized for venture capital research with funding rounds, investor activity analysis, and investment trends. Access 500K+ funding deals.","deal_sourcing, due_diligence","company_identification, competitive_landscape, trend_analysis",mcp_server,,No,Yes,"funding, deals, investors, trends",Part of Octagon AI suite,5,Yes,,
skill-216,Octagon Investors MCP,github.com/OctagonAI/octagon-investors-mcp,github,Investor information and investment activity analysis with business intelligence and portfolio analysis capabilities.,"deal_sourcing, fund_operations","competitive_landscape, lp_prospecting, company_identification",mcp_server,,No,Yes,"investors, portfolio, business-intelligence",Part of Octagon AI suite,5,Yes,,
skill-217,Octagon 13F Holdings MCP,github.com/OctagonAI/octagon-13f-holdings-mcp,github,"Institutional ownership data, Form 13F filings, fund performance analysis, and industry-level holdings analytics. Track hedge fund positions.","due_diligence, portfolio_support","financial_analysis, competitive_analysis, trend_analysis",mcp_server,,No,Yes,"13f, institutional, hedge-funds, holdings",Unique for tracking institutional investor positions,4,Yes,,
skill-218,Octagon Private Companies MCP,github.com/OctagonAI/octagon-private-companies-mcp,github,"Private company information, financial data analysis, employee trends, and industry benchmarks. Access 3M+ private companies.","deal_sourcing, due_diligence","company_identification, market_mapping, competitive_landscape",mcp_server,,No,Yes,"private-companies, benchmarks, headcount",Part of Octagon AI suite,4,Yes,,
skill-219,Octagon Stock Market Data MCP,github.com/OctagonAI/octagon-stock-market-data-mcp,github,"Real-time market data, comprehensive technical indicators, and unlimited market intelligence for 10,000+ stock tickers.","due_diligence, portfolio_support","financial_analysis, trend_analysis",mcp_server,,No,Yes,"stocks, market-data, technical-analysis",Part of Octagon AI suite,3,Yes,,
skill-220,Octagon Deep Research MCP,github.com/OctagonAI/octagon-deep-research-mcp,github,Comprehensive research and analysis aggregated across multiple sources with no rate limits. Faster than ChatGPT Deep Research.,"deal_sourcing, due_diligence","thematic_research, market_sizing, competitive_analysis",mcp_server,,No,Yes,"research, multi-source, deep-research",Part of Octagon AI suite,5,Yes,,
skill-221,SEC EDGAR MCP (Amorelli),github.com/stefanoamorelli/sec-edgar-mcp,github,"Access SEC EDGAR filings with exact numeric precision. 10-K, 10-Q, 8-K, Forms 3/4/5, XBRL-parsed financial data. Balance sheets, income statements, cash flow statements.",due_diligence,"financial_analysis, document_review, legal_research",mcp_server,,No,Yes,"sec, edgar, 10k, 10q, xbrl","196 GitHub stars, includes filing URLs for verification",2,Yes,,
skill-222,Agentic Investment Management MCP,github.com/hvkshetry/agentic-investment-management,github,"Investment management with portfolio-state, risk analysis, optimization, and tax specialist agents for comprehensive portfolio management.",portfolio_support,"kpi_tracking, financial_analysis",mcp_server,,No,No,"portfolio, risk, optimization, tax",Multi-agent approach to investment management,3,Yes,,
skill-223,Composer Trade MCP,github.com/invest-composer/composer-trade-mcp,github,Backtesting trading ideas and automated investing capabilities for systematic investment strategies.,portfolio_support,"financial_analysis, trend_analysis",mcp_server,,No,No,"backtesting, trading, automation",For systematic/quantitative investing,2,Yes,,
skill-224,TradingView MCP Server,github.com/fiale-plus/tradingview-mcp-server,github,"Technical analysis with 75+ fields including RSI, moving averages, and fundamental metrics from TradingView.","portfolio_support, due_diligence","financial_analysis, trend_analysis",mcp_server,,No,No,"technical-analysis, rsi, charts",75+ technical and fundamental indicators,3,Yes,,
skill-225,Companies House MCP Server,github.com/elankeeran/Companies-House-MCP-Server,github,"UK company search, profiles, officer checks, and due diligence report generation from Companies House registry.",due_diligence,"management_research, legal_research, company_identification",mcp_server,,No,No,"uk, companies-house, officers, due-diligence",Essential for UK company due diligence,3,Yes,,
skill-226,MCP Trader,github.com/wshobson/mcp-trader,github,Stock trading focused MCP server for executing trades and managing positions.,portfolio_support,kpi_tracking,mcp_server,,No,No,"trading, stocks",,2,Yes,,
skill-227,Finance Tools MCP,github.com/VoxLink-org/finance-tools-mcp,github,Comprehensive financial insights and analysis with integrated data sources.,"due_diligence, portfolio_support",financial_analysis,mcp_server,,No,No,"finance, analysis",,2,Yes,,
skill-228,Yahoo Finance MCP (barvhaim),github.com/barvhaim/yfinance-mcp-server,github,"Stock quotes, historical data, and financial information via Yahoo Finance API.",portfolio_support,"financial_analysis, trend_analysis",mcp_server,,No,No,"yahoo-finance, stocks, quotes",Free stock data source,2,Yes,,
skill-229,Massive.com MCP Server,github.com/massive-com/mcp_massive,github,"Financial market data for stocks, options, forex, and crypto with real-time and historical data.",portfolio_support,"financial_analysis, trend_analysis",mcp_server,,No,No,"market-data, options, forex, crypto",Multi-asset coverage,2,Yes,,
skill-230,Zillow MCP Server,github.com/sap156/zillow-mcp-server,github,"Real-time access to Zillow real estate data: property search, Zestimates, market trends, and mortgage calculations. Built with FastMCP and Zillow Bridge API.","deal_sourcing, due_diligence","market_sizing, thematic_research",mcp_server,,No,Yes,"real-estate, zillow, property, zestimate",Great for PropTech due diligence,3,Yes,,
skill-231,Real Estate Investment MCP,github.com/ericnsibley/GenAI_MCP,github,"Connects to SQLite database of Zillow data for exploring property values, rent indexes (ZHVI, ZHVF, ZORI, ZORF), and forecasts for investment decisions.","deal_sourcing, due_diligence","market_sizing, financial_analysis",mcp_server,,No,No,"real-estate, investment, rent, property-values",Historical real estate data analysis,3,Yes,,
skill-232,Web3 MCP (Strangelove),github.com/strangelove-ventures/web3-mcp,github,"Multi-chain MCP for Solana, Ethereum, Cardano, Bitcoin, THORChain, XRP, TON. Balance checks, token transfers, DEX swaps (Jupiter, THORChain).","due_diligence, portfolio_support","technical_dd, kpi_tracking",mcp_server,,No,Yes,"web3, multi-chain, solana, ethereum, bitcoin",Comprehensive multi-chain support,2,Yes,,
skill-233,EVM MCP Server,glama.ai,glama,"Support for 30+ EVM networks with native tokens, ERC20, NFTs, smart contracts, transactions, and ENS resolution.",due_diligence,technical_dd,mcp_server,,No,No,"evm, ethereum, nft, smart-contracts",Broad EVM network coverage,1,Yes,,
skill-234,GOAT MCP,glama.ai,glama,"Execute 200+ onchain operations across Ethereum, Solana, and Base blockchains.",due_diligence,technical_dd,mcp_server,,No,No,"onchain, ethereum, solana, base",200+ blockchain operations,1,Yes,,
skill-235,Solana Agent Kit MCP,glama.ai,glama,"Facilitates 40+ protocol interactions with the Solana blockchain including DeFi, NFTs, and token operations.",due_diligence,technical_dd,mcp_server,,No,No,"solana, defi, nft",Specialized Solana toolkit,1,Yes,,
skill-236,Crypto Portfolio MCP,github.com/kukapay/crypto-portfolio-mcp,github,Cryptocurrency portfolio tracking and management with real-time Binance prices.,portfolio_support,kpi_tracking,mcp_server,,No,No,"crypto, portfolio, binance",,2,Yes,,
skill-237,DexPaprika MCP,glama.ai,glama,"Token pricing and liquidity pool data for 5M+ tokens across 20+ blockchains including Solana, Base, BSC, and Ethereum.","due_diligence, portfolio_support","financial_analysis, trend_analysis",mcp_server,,No,No,"dex, liquidity, tokens, pricing",5M+ token coverage,1,Yes,,
skill-238,Coin API MCP (CoinMarketCap),glama.ai,glama,"Access CoinMarketCap cryptocurrency information including prices, market caps, and rankings.",portfolio_support,"kpi_tracking, trend_analysis",mcp_server,,No,No,"coinmarketcap, crypto, market-cap",,1,Yes,,
skill-239,Crypto Fear & Greed MCP,glama.ai,glama,Current and historical Crypto Fear & Greed Index metrics for market sentiment analysis.,portfolio_support,trend_analysis,mcp_server,,No,No,"sentiment, fear-greed, crypto",Market sentiment indicator,2,Yes,,
skill-240,CryptoPanic MCP Server,glama.ai,glama,Latest crypto news distributed to AI agents via CryptoPanic news aggregator.,"deal_sourcing, portfolio_support","trend_analysis, competitor_monitoring",mcp_server,,No,No,"crypto-news, aggregator",,1,Yes,,
skill-241,Whale Tracker MCP,glama.ai,glama,Monitor cryptocurrency whale transaction activity for large holder movements.,portfolio_support,"signal_generation, trend_analysis",mcp_server,,No,No,"whale, transactions, crypto",Track large crypto movements,1,Yes,,
skill-242,Heurist Mesh Agent MCP,glama.ai,glama,"Web3 AI agents for blockchain analysis, smart contract auditing, and token assessment.",due_diligence,technical_dd,mcp_server,,No,No,"smart-contract-audit, blockchain-analysis",Security focused,2,Yes,,
skill-243,Bankless Onchain MCP,glama.ai,glama,"Query onchain data including ERC20 tokens, transaction history, and smart contract state.",due_diligence,technical_dd,mcp_server,,No,No,"onchain, erc20, transactions",,1,Yes,,
skill-244,Dappier MCP,glama.ai,glama,"Connects LLMs to real-time proprietary data including crypto, news, and financial information.","deal_sourcing, portfolio_support","trend_analysis, thematic_research",mcp_server,,No,No,"real-time-data, crypto, news",,2,Yes,,
skill-245,ClinicalTrials.gov MCP Server,github.com/cyanheads/clinicaltrialsgov-mcp-server,github,"Search and retrieve clinical trial data from ClinicalTrials.gov. Search studies, retrieve details by NCT ID, analyze trends on up to 5000 studies.","deal_sourcing, due_diligence","thematic_research, market_sizing, competitive_landscape",mcp_server,,No,Yes,"clinical-trials, biotech, pharma, healthcare",Essential for biotech/healthcare VC,3,Yes,,
skill-246,BioMCP,github.com/genomoncology/biomcp,github,"Biomedical database integration connecting to PubMed, ClinicalTrials.gov, and MyVariant.info for specialized biomedical queries.","deal_sourcing, due_diligence","thematic_research, technical_dd",mcp_server,,Yes,Yes,"biomedical, pubmed, genomics, healthcare",Open source biomedical toolkit,3,Yes,,
skill-247,LinkedIn Profile Scraper with Email (Apify),apify.com/curious_coder/linkedin-profile-scraper,apify,"Extract full LinkedIn profile insights including verified email, phone number, work history, education. No cookies required.","deal_sourcing, fund_operations","management_research, lead_generation, lp_prospecting",mcp_server,,No,Yes,"linkedin, profiles, email, enrichment","$4 per 1,000 profiles",3,Yes,,
skill-248,LinkedIn Jobs Scraper (Apify),apify.com/bebity/linkedin-jobs-scraper,apify,Scrape LinkedIn job postings with company and recruiter details. Supports boolean search and advanced filters. 98%+ success rate.,"deal_sourcing, portfolio_support","company_identification, competitor_monitoring",mcp_server,,No,Yes,"linkedin, jobs, hiring",Track hiring trends,4,Yes,,
skill-249,LinkedIn Company Data & Insights Scraper (Apify),apify.com,apify,"Comprehensive LinkedIn company data including headcount growth, job openings, hiring patterns, and employee analytics. No cookies required.","deal_sourcing, due_diligence","company_identification, competitive_landscape",mcp_server,,No,Yes,"linkedin, company-data, headcount, hiring",Key signals for VC research,3,Yes,,
skill-250,Crunchbase Bulk Export (Apify),apify.com,apify,"Comprehensive Crunchbase data with 130+ data points per company: URL, name, founders, employees, industries, funding, investors, and more. No Pro login needed.",deal_sourcing,"company_identification, market_mapping",mcp_server,,No,Yes,"crunchbase, bulk, comprehensive",130+ data points per company,4,Yes,,
skill-251,Crunchbase Email Scraper (Apify),apify.com,apify,"Extract emails from Crunchbase profiles. Search by keywords, location, and custom domains for B2B lead generation.","deal_sourcing, fund_operations","lead_generation, lp_prospecting",mcp_server,,No,Yes,"crunchbase, email, leads",,3,Yes,,
skill-252,SEC EDGAR Filings Intelligence (Apify),apify.com/scraped/edgar-filing-data-scraper-sec-company-filings,apify,"Extract SEC EDGAR filings (10-K, 10-Q, 8-K, insider trading, proxy statements) with AI intelligence scoring (0-100). 18M+ filings since 1993.",due_diligence,"financial_analysis, document_review, legal_research",mcp_server,,No,Yes,"sec, edgar, filings, ai-scoring",18M+ filings with AI intelligence scoring,3,Yes,,
skill-253,Yahoo Finance Scraper (Apify),apify.com,apify,"Fetch comprehensive financial data, historical prices, news, and analytics for any stock ticker from Yahoo Finance. Real-time data.",portfolio_support,"financial_analysis, trend_analysis",mcp_server,,No,Yes,"yahoo-finance, stocks, real-time",Free financial data,2,Yes,,
skill-254,TipRanks Scraper (Apify),apify.com,apify,"Extract data about stocks, analysts, or screener pages from TipRanks including analyst ratings and trending stocks.",portfolio_support,"financial_analysis, trend_analysis",mcp_server,,No,Yes,"tipranks, analysts, ratings",Analyst consensus data,2,Yes,,
skill-255,Insider Finance US Stock Monitoring (Apify),apify.com,apify,"Scrape and process insider and financial data for US stocks. Generate detailed reports with insights on performance, risks, and trends.","due_diligence, portfolio_support","financial_analysis, signal_generation",mcp_server,,No,Yes,"insider-trading, stocks, monitoring",Insider trading signals,3,Yes,,
skill-256,Finance Monitor AI Agent (Apify),apify.com,apify,"Generate market reports based on queries. Fetch relevant financial data, analyze, and produce structured reports on company performance.",portfolio_support,"financial_analysis, competitor_monitoring",mcp_server,,No,Yes,"market-reports, ai-analysis",AI-powered market reports,2,Yes,,
skill-257,Wellfound (AngelList) Scraper (Apify),apify.com,apify,"Access startup job and company data from Wellfound including funding rounds, teams, investors, skills, salary, and remote policies.",deal_sourcing,"company_identification, competitive_landscape",mcp_server,,No,Yes,"angellist, wellfound, startups, jobs",Good startup signal source,4,Yes,,
skill-258,ZoomInfo Company Scraper (Apify),apify.com,apify,Extract detailed company data from ZoomInfo including structured formats for reports and spreadsheets.,"deal_sourcing, due_diligence","company_identification, company_data_enrichment",mcp_server,,No,Yes,"zoominfo, company-data, enrichment",,3,Yes,,
skill-259,LinkedIn MCP Server (stickerdaniel),github.com/stickerdaniel/linkedin-mcp-server,github,"Allow Claude to access LinkedIn: scrape profiles, companies, and jobs, perform job searches. Built with FastMCP.","deal_sourcing, due_diligence","management_research, company_identification",mcp_server,,No,No,"linkedin, profiles, jobs","Open source, Dec 2025",4,Yes,,
skill-260,Bright Data LinkedIn MCP,brightdata.com/ai/mcp-server/linkedin,mcp_registry,"Connect to real-time LinkedIn data. Search, extract, and automate LinkedIn scraping at scale with reliable and efficient access.","deal_sourcing, due_diligence","management_research, lead_generation",mcp_server,,No,Yes,"linkedin, bright-data, enterprise",Commercial/enterprise grade,3,Yes,,
skill-261,MindsDB MCP Server,github.com/mindsdb/mindsdb,github,Connect and unify data across various platforms and databases with MindsDB as a single MCP server for AI-powered database operations.,data_infrastructure,"database_queries, signal_generation",mcp_server,,Yes,Yes,"database, ml, unified-data",AI-powered data unification,1,Yes,,
skill-262,AnyQuery MCP Server,github.com/julien040/anyquery,github,"Query 40+ applications via SQL. Connects to PostgreSQL, MySQL, or SQLite for unified data access across SaaS apps.",data_infrastructure,"database_queries, kpi_tracking",mcp_server,,No,Yes,"sql, unified-query, 40-apps",Query any SaaS app with SQL,1,Yes,,
skill-263,Pipedream MCP Server,github.com/PipedreamHQ/pipedream,github,"Connect to 2,500 APIs with 8,000+ prebuilt tools for workflow automation and integration.","automation, data_infrastructure","workflow_orchestration, research_automation",mcp_server,,Yes,Yes,"apis, integration, workflow","2,500+ API connections",1,Yes,,
skill-264,Olostep MCP Server,github.com/olostep/olostep-mcp-server,github,Web scraping and crawling with content extraction as Markdown or JSON format.,data_infrastructure,"web_scraping, company_data_enrichment",mcp_server,,No,No,"scraping, markdown, crawling",,1,Yes,,
skill-265,Open Library MCP Server,github.com/8enSmith/mcp-open-library,github,Search Open Library API for book information. Useful for research and reference data.,deal_sourcing,thematic_research,mcp_server,,No,No,"books, library, research",,2,Yes,,
skill-266,Board Prep Skill,github.com/propane-ai/kits/tree/main/plugins/Founder/skills/board-prep,github,"Prepare board meeting materials including agenda, metrics dashboards, strategic updates, and discussion frameworks for startup boards.","fund_operations, portfolio_support","board_materials, strategic_research",skill,,No,No,"board, meetings, governance, startup",,4,No,investor_relations,downloaded
skill-267,Company Narrative Skill,github.com/propane-ai/kits/tree/main/plugins/Founder/skills/company-narrative,github,"Craft compelling company narratives and positioning statements that resonate with investors, customers, and talent.","fund_operations, portfolio_support","lp_communication, fundraising_support",skill,,No,No,"narrative, positioning, storytelling, branding",,4,No,communications,downloaded
skill-268,Investor Management Skill,github.com/propane-ai/kits/tree/main/plugins/Founder/skills/investor-management,github,"Manage investor relationships, track commitments, coordinate communications, and maintain cap table awareness.",fund_operations,"lp_communication, lp_prospecting",skill,,No,No,"investors, relationships, cap-table, fundraising",,4,No,investor_relations,downloaded
skill-269,Investor Research Skill,github.com/propane-ai/kits/tree/main/plugins/Founder/skills/investor-research,github,"Research potential investors, analyze their portfolios, investment thesis, check sizes, and partnership fit.","deal_sourcing, fund_operations","company_identification, lp_prospecting",skill,,No,No,"investor-research, fundraising, portfolio-analysis",,4,No,investor_relations,downloaded
skill-270,Investor Updates Skill,github.com/propane-ai/kits/tree/main/plugins/Founder/skills/investor-updates,github,"Create structured investor update emails with metrics, milestones, asks, and strategic context.","fund_operations, portfolio_support","lp_communication, lp_reporting",skill,,No,No,"investor-updates, reporting, metrics, communication",,4,No,investor_relations,downloaded
skill-271,Founder Market Research Skill,github.com/propane-ai/kits/tree/main/plugins/Founder/skills/market-research,github,"Conduct market research for startups including TAM/SAM/SOM analysis, competitive mapping, and market trend identification.","deal_sourcing, due_diligence","market_sizing, competitive_analysis, trend_analysis",skill,,No,No,"market-research, TAM, competitive-landscape",,4,No,market_research,downloaded
skill-272,Metrics Review Skill,github.com/propane-ai/kits/tree/main/plugins/Founder/skills/metrics-review,github,"Review and analyze startup metrics including growth rates, unit economics, cohort analysis, and benchmark comparison.","due_diligence, portfolio_support","financial_analysis, kpi_tracking",skill,,No,No,"metrics, growth, unit-economics, benchmarks",,4,No,financial_modeling,downloaded
skill-273,Pitch Deck Skill,github.com/propane-ai/kits/tree/main/plugins/Founder/skills/pitch-deck,github,"Create and review pitch decks with frameworks for narrative structure, slide content, and investor-ready presentation design.",fund_operations,"fundraising_support, document_generation",skill,,No,No,"pitch-deck, fundraising, presentation, storytelling",,4,No,investor_relations,downloaded
skill-274,Plan Creation Skill,github.com/propane-ai/kits/tree/main/plugins/Founder/skills/plan-creation,github,"Create strategic business plans including go-to-market plans, hiring plans, product roadmaps, and financial projections.",portfolio_support,"strategic_research, fundraising_support",skill,,No,No,"business-plan, strategy, roadmap, planning",,3,No,portfolio_operations,downloaded
skill-275,Sales & Investor Emails Skill,github.com/propane-ai/kits/tree/main/plugins/Founder/skills/sales-investor-emails,github,"Draft professional emails for investor outreach, follow-ups, introductions, and sales communications.","deal_sourcing, fund_operations","lp_communication, lead_generation",skill,,No,No,"email, outreach, investor-comms, sales",,4,No,investor_relations,downloaded
skill-276,Stakeholder Comms Skill,github.com/propane-ai/kits/tree/main/plugins/Founder/skills/stakeholder-comms,github,"Manage communications with all stakeholders including investors, board members, employees, and partners.","fund_operations, portfolio_support","lp_communication, board_materials",skill,,No,No,"stakeholder, communication, governance",,3,No,communications,downloaded
skill-277,Hiring Skill,github.com/propane-ai/kits/tree/main/plugins/Founder/skills/hiring,github,"Support startup hiring with job description creation, interview frameworks, compensation benchmarking, and candidate evaluation.",portfolio_support,strategic_research,skill,,No,No,"hiring, recruiting, talent, compensation",,3,No,portfolio_operations,downloaded
skill-278,Data and Metrics Skill,github.com/propane-ai/kits/tree/main/plugins/Founder/skills/data-and-metrics,github,"Define, track, and analyze key startup metrics and KPIs with frameworks for data-driven decision making.","portfolio_support, due_diligence","kpi_tracking, financial_analysis",skill,,No,No,"metrics, KPIs, data-analysis, dashboards",,4,No,financial_modeling,downloaded
skill-279,Competitive Intelligence Skill,github.com/propane-ai/kits/tree/main/plugins/GTM/skills/competitive-intelligence,github,"Systematic competitive intelligence gathering and analysis including feature comparison, positioning, win/loss analysis, and battlecards.","deal_sourcing, due_diligence","competitive_analysis, market_mapping",skill,,No,No,"competitive-intel, battlecards, win-loss, positioning",,4,No,market_research,downloaded
skill-280,GTM Strategy Skill,github.com/propane-ai/kits/tree/main/plugins/GTM/skills/gtm-strategy,github,"Develop go-to-market strategies including market segmentation, channel strategy, pricing, and launch planning.","portfolio_support, due_diligence","strategic_research, market_sizing",skill,,No,No,"GTM, strategy, market-entry, segmentation",,4,No,gtm_sales,downloaded
skill-281,Sales Playbook Skill,github.com/propane-ai/kits/tree/main/plugins/GTM/skills/sales-playbook,github,"Create structured sales playbooks with qualification criteria, objection handling, competitive positioning, and deal stage definitions.",portfolio_support,strategic_research,skill,,No,No,"sales, playbook, qualification, objections",,3,No,gtm_sales,downloaded
skill-282,Sales Forecast Skill,github.com/propane-ai/kits/tree/main/plugins/GTM/skills/forecast,github,"Build sales forecasts with pipeline analysis, conversion rate modeling, and revenue projection frameworks.","portfolio_support, due_diligence","financial_analysis, kpi_tracking",skill,,No,No,"forecast, pipeline, revenue, projections",,4,No,financial_modeling,downloaded
skill-283,Call Prep Skill,github.com/propane-ai/kits/tree/main/plugins/GTM/skills/call-prep,github,"Prepare for sales and investor calls with company research, talking points, objection prep, and meeting agenda frameworks.","deal_sourcing, fund_operations","management_research, strategic_research",skill,,No,No,"call-prep, meetings, research, agenda",,3,No,gtm_sales,downloaded
